"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version","source title","source url"
"OWL representation of ISO 19123 (Geographic Information - Coverage schema)","http://def.seegrid.csiro.au/isotc211/iso19123/2005/coverage","An OWL representation of (parts of) the schema for Coverage Geometry and Functions described in ISO 19123:2005, plus one class defined in ISO 19156:2011 which is recommended to be included in the next revision of ISO 19123An OWL representation of (parts of) the schema for Coverage Geometry and Functions described in ISO 19123:2005, plus one class defined in ISO 19156:2011 which is recommended to be included in the next revision of ISO 19123. This vocabulary is provisional, pending finalization of ISO 19150-2.The URI stem http://def. seegrid. csiro. au/isotc211/ is temporary. The vocabulary is expected to be ultimately published in the domain http://def. isotc211.org/","","","","","https://archivo.dbpedia.org/info?o=http://def.seegrid.csiro.au/isotc211/iso19123/2005/coverage","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdef.seegrid.csiro.au%2Fisotc211%2Fiso19123%2F2005%2Fcoverage&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdef.seegrid.csiro.au%2Fisotc211%2Fiso19123%2F2005%2Fcoverage&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdef.seegrid.csiro.au%2Fisotc211%2Fiso19123%2F2005%2Fcoverage&f=ttl","","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OWL-Time","http://www.w3.org/2006/time#","","","","","","","","","","","https://www.w3.org/2006/time","","","Manually maintained","https://github.com/k00ni/govi/blob/master/manually-maintained-metadata-about-ontologies.csv"
"OWL_XML_Tool5","http://example.com/owl/families/import/familyImport17","","","","","","http://bioportal.bioontology.org/ontologies/FDSAJFAHSJK","","","","https://data.bioontology.org/ontologies/FDSAJFAHSJK/download?download_format=rdf","","2016-08-04","","BioPortal","https://data.bioontology.org/documentation"
"Object with states ontology","http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl","Ontology including the content ontology design pattern for modelling objects with states.","http://www.garcia-castro.com/#me","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/obws/versions/2016-04-15.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Objectives Ontology","https://spec.edmcouncil.org/fibo/ontology/FND/GoalsAndObjectives/Objectives/","","","","","","https://archivo.dbpedia.org/info?o=https://spec.edmcouncil.org/fibo/ontology/FND/GoalsAndObjectives/Objectives/","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fspec.edmcouncil.org%2Ffibo%2Fontology%2FFND%2FGoalsAndObjectives%2FObjectives%2F&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fspec.edmcouncil.org%2Ffibo%2Fontology%2FFND%2FGoalsAndObjectives%2FObjectives%2F&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fspec.edmcouncil.org%2Ffibo%2Fontology%2FFND%2FGoalsAndObjectives%2FObjectives%2F&f=ttl","2021-04-04","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"Observable properties","http://environment.data.gov.au/def/op","A general purpose ontology for observable properties. The ontology supports description of both qualitative and quantitative properties. The allowed scale or units of measure may be specified. A property may be linked to substances-or-taxa and to features or realms, if they play a role in the definition. This ontology was developed to enable publication of a vocabulary of water quality properties for the Bioregional Assessments and eReefs projects. This ontology extends the QUDT schema. Some key classes and properties are linked to SKOS, so that instances of an observable-property vocabulary are implicitly also SKOS concepts, and may be accessed through general purpose vocabulary APIs based on SKOS.","Simon J D Cox,Jonathan Yu,Bruce A Simons,http://people.csiro.au/Jonathan-Yu,http://people.csiro.au/Simon-Cox","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/op/versions/2016-02-28.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Observation Method Ontology","http://rdf.geospecies.org/methods/observationMethod.rdf","This is a taxonomy of some observation methods. It is incomplete.","http://google.com/+PeterDeVriesWI","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/obsm/versions/2009-02-15.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Observation status - codelist scheme","http://purl.org/linked-data/sdmx/2009/code#timeFormat","http://sdmx. org/wp-content/uploads/2009/01/02_sdmx_cog_annex_2_cl_2009.pdf","","","","http://purl.org/linked-data/sdmx/2009/code#TimeFormat","https://archivo.dbpedia.org/info?o=http://purl.org/linked-data/sdmx/2009/code#timeFormat","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2Flinked-data%2Fsdmx%2F2009%2Fcode%23timeFormat&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2Flinked-data%2Fsdmx%2F2009%2Fcode%23timeFormat&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2Flinked-data%2Fsdmx%2F2009%2Fcode%23timeFormat&f=ttl","2020-07-16","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"Occupancy Profile ontology","http://bimerr.iot.linkeddata.es/def/occupancy-profile#","The Occupancy Profile ontology has been developed to represent and define occupancy profiles in building spaces.|","http://www.oeg-upm.net/","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/bimerr-op/versions/2020-06-25.n3","","","","","0.0.5","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Occupant Feedback Ontology","https://w3id.org/ofo#","The aim of the Occupant Feedback Ontology is to semantically describe passive and active occupant feedback and to enable integration of this feedback with linked building data.","https://orcid.org/0000-0002-8809-3277","Dujuan Yang,Bauke de Vries","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/ofo/versions/2022-02-01.n3","","","","","1.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Occupation Ontology","http://purl.obolibrary.org/obo/occo/occo-merged.owl","This Occupaton Ontology (OccO) is an ontology in the domain of human occupaitons. Current OccO version is developed based on the US Bureau of Labor Statistics Standard Occupation Classification (SOC) and the related O*Net System. The OccO development follows the principles of the Open Biological and Biomedical (OBO) Foundry.","","","","","http://bioportal.bioontology.org/ontologies/OCCO","","","","https://data.bioontology.org/ontologies/OCCO/download?download_format=rdf","","2023-09-01","1.0.65","BioPortal","https://data.bioontology.org/documentation"
"Occupation Ontology (OccO)","http://purl.obolibrary.org/obo/occo.owl","This Occupaton Ontology (OccO) is an ontology in the domain of human occupaitons. Current OccO version is developed based on the US Bureau of Labor Statistics Standard Occupation Classification (SOC) and the related O*Net System. The OccO development follows the principles of the Open Biological and Biomedical (OBO) Foundry.","","","","","","","","","http://purl.obolibrary.org/obo/occo.owl","","2024-04-11","1.0.65","Ontology Lookup Service (OLS)","https://www.ebi.ac.uk/ols4/api/ontologies"
"Occurrences Ontology","https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/Occurrences/","","","","","","https://archivo.dbpedia.org/info?o=https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/Occurrences/","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fspec.edmcouncil.org%2Ffibo%2Fontology%2FFND%2FDatesAndTimes%2FOccurrences%2F&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fspec.edmcouncil.org%2Ffibo%2Fontology%2FFND%2FDatesAndTimes%2FOccurrences%2F&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fspec.edmcouncil.org%2Ffibo%2Fontology%2FFND%2FDatesAndTimes%2FOccurrences%2F&f=ttl","2021-01-31","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"Ocular Immune-Mediated Inflammatory Diseases Ontology","https://github.com/sap218/ocimido/blob/master/ontology/ocimido.owl","Ocular Immune-Mediated Inflammatory Disease Ontology Ocular Immune-Mediated Inflammatory Disease Ontology","","","","","http://bioportal.bioontology.org/ontologies/OCIMIDO","","","","https://data.bioontology.org/ontologies/OCIMIDO/download?download_format=rdf","","2020-07-07","","BioPortal","https://data.bioontology.org/documentation"
"Offshore Leaks ontology","http://data.ontotext.com/resource/leak/","Describes the ICIJ Offshore Leaks database released on 2016-05-10","http://www.ontotext.com","","","http://data.ontotext.com/resource/leaks,https://github.com/Ontotext-AD/leaks,https://offshoreleaks.icij.org/","https://archivo.dbpedia.org/info?o=http://data.ontotext.com/resource/leak/","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdata.ontotext.com%2Fresource%2Fleak%2F&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdata.ontotext.com%2Fresource%2Fleak%2F&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdata.ontotext.com%2Fresource%2Fleak%2F&f=ttl","2022-10-09","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OligoMetastatic Disease Ontology","http://www.semanticweb.org/admin/ontologies/2023/4/OMDO","","","","","","http://bioportal.bioontology.org/ontologies/OMDO","","","","https://data.bioontology.org/ontologies/OMDO/download?download_format=rdf","","2023-07-18","","BioPortal","https://data.bioontology.org/documentation"
"Online Mendelian Inheritance in Man","http://purl.bioontology.org/ontology/OMIM/","RDF Version of the UMLS ontology OMIM; converted with the UMLS2RDF tool (https://github. com/ncbo/umls2rdf), developed by the NCBO project.","","","","","http://bioportal.bioontology.org/ontologies/OMIM","","","","","https://data.bioontology.org/ontologies/OMIM/download","2023-11-06","2023ab","BioPortal","https://data.bioontology.org/documentation"
"Online Presence Ontology","http://online-presence.net/opo/ns#","Ontology for representing OnlinePresence.","https://plus.google.com/102459512073099610948","https://plus.google.com/110112820651125468994,http://google.com/+AlexandrePassant","","http://online-presence.net/opo/spec/","","","https://lov.linkeddata.es/dataset/lov/vocabs/opo/versions/2010-07-01.n3","","","","","Revision 0.5.2","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"Onto Municipio","http://opendata.caceres.es/def/ontomunicipio","OntoMunicipio provee un modelo semántico para identificar y expresar las características de un municipio. La ontología actualmente se encuentra continuamente en fase de desarrollo para adaptarse a las necesidades de representación que necesiten los datos de una Opendata Caceres. La ontología hace uso de otros vocabularios bien conocidos para complementar la representación del conocimiento. El siguiente gráfico muestra las clases y relaciones más generales de la ontología: http://opendata. caceres. es/images_tomcat/ontologia/ontomunicipio_propiedades. png","","","","","https://archivo.dbpedia.org/info?o=http://opendata.caceres.es/def/ontomunicipio","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fopendata.caceres.es%2Fdef%2Fontomunicipio&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fopendata.caceres.es%2Fdef%2Fontomunicipio&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fopendata.caceres.es%2Fdef%2Fontomunicipio&f=ttl","2020-05-07","2.0","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OntoAvida: ontology for Avida digital evolution platform.","http://purl.obolibrary.org/obo/ontoavida.owl","The Ontology for Avida (OntoAvida) project aims to develop an integrated vocabulary for the description of the most widely used computational approach for performing experimental evolution using digital organisms (i. e., self-replicating computer programs that evolve within a user-defined computational environment).The lack of a clearly defined vocabulary makes biologists feel reluctant to embrace the field of digital evolution. This unique ontology has the potential to change this picture overnight. OntoAvida was initially developed by https://fortunalab. org, the computational biology lab at the Doñana Biological Station (a research institute of the Spanish National Research Council based at Seville, Spain). Contributors to OntoAvida are expected to include members of the Digital Evolution Laboratory (https://devolab. org/) at Michigan State University (USA).More information can be found at https://obofoundry. org/ontology/ontoavida. html","","","","","","","","","http://purl.obolibrary.org/obo/ontoavida.owl","","2024-04-11","","Ontology Lookup Service (OLS)","https://www.ebi.ac.uk/ols4/api/ontologies"
"OntoBioStat","http://www.semanticweb.org/Thibaut/ontologies/2021/3/OntoBioStat","Ontobiostat Ontobiostat","","","","","http://bioportal.bioontology.org/ontologies/OBS","","","","https://data.bioontology.org/ontologies/OBS/download?download_format=rdf","","2022-12-19","","BioPortal","https://data.bioontology.org/documentation"
"OntoDM-core/algorithms","http://www.ontodm.com/OntoDM-core/algorithms","","","","","","http://bioportal.bioontology.org/ontologies/ONTODM-ALGORITHM","","","","https://data.bioontology.org/ontologies/ONTODM-ALGORITHM/download?download_format=rdf","","2022-06-06","","BioPortal","https://data.bioontology.org/documentation"
"OntoMedia Being Representation","http://contextus.net/ontology/ontomedia/ext/common/being#","OntoMedia (Ontology for Media) has been designed to describe the interactions occurring in multimedia.","https://plus.google.com/103320198526353469173,http://data.semanticweb.org/person/faith-lawrence,http://data.semanticweb.org/person/mischa-tuffield","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/being/versions/2013-09-19.n3","","","","","0.25","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
